16,87.7
3,87.8
2,87.8
5,87.9
21,87.9
13,87.9
24,87.9
20,88.0
17,88.0
15,88.0
29,88.1
6,88.1
30,88.2
18,88.2
4,88.2
1,88.4
25,88.4
27,88.5
9,88.5
31,88.6
10,88.8
12,88.8
11,88.9
19,89.0
7,89.1
0,89.2
28,89.3
26,89.4
16,94.6
21,95.1
17,95.1
24,95.2
2,95.2
15,95.4
20,95.4
3,95.4
13,95.4
18,95.5
29,96.1
1,96.1
9,96.2
4,96.2
25,96.6
6,97.1
31,97.7
26,97.8
10,97.8
5,97.8
12,98.2
0,99.0
30,99.2
27,99.2
7,99.5
16,100.5
28,101.0
24,101.4
18,101.7
20,101.9
21,102.0
13,102.0
17,102.0
15,102.1
1,102.6
2,102.6
4,103.6
9,103.8
25,103.9
29,104.8
3,105.5
16,106.4
24,107.6
18,108.3
20,109.0
1,109.2
19,109.3
13,109.8
10,110.0
6,110.4
15,112.2
16,112.7
28,113.3
21,113.9
17,113.9
25,114.1
14,114.5
12,114.6
11,114.6
24,115.2
26,116.3
18,117.2
23,117.8
7,118.7
1,119.4
5,119.9
20,122.6
16,123.5
16,167.6
13,167.6
2,167.6
3,167.7
21,167.7
20,167.8
17,167.8
29,167.8
5,167.8
24,167.8
6,167.9
15,167.9
18,168.0
4,168.1
30,168.1
9,168.2
1,168.2
27,168.3
25,168.3
31,168.3
10,168.6
12,168.7
19,168.7
11,168.7
0,169.0
7,169.0
26,169.1
28,169.1
16,174.3
17,174.8
21,174.8
13,174.9
20,174.9
2,174.9
15,175.0
24,175.0
18,175.1
3,175.2
29,175.4
4,175.4
1,175.8
9,175.8
25,176.1
6,176.3
31,177.0
12,177.0
5,177.3
10,177.4
26,177.8
7,178.0
27,178.1
0,178.5
30,178.6
28,179.6
16,180.0
11,180.7
24,181.1
18,181.2
20,181.2
13,181.4
21,181.4
15,181.5
17,181.5
19,181.8
2,182.2
1,182.3
4,182.4
25,183.0
9,183.1
29,183.8
3,184.2
16,185.5
6,187.0
24,187.3
18,187.3
8,187.7
20,187.8
10,188.2
13,188.4
1,188.7
14,189.0
28,189.6
15,190.0
21,190.7
17,191.0
16,191.1
0,191.5
25,191.8
2,192.3
12,192.5
4,193.6
9,194.2
24,194.6
18,194.6
26,195.4
16,197.2
1,198.4
20,198.5
16,205.1
20,224.1
16,247.5
2,247.5
3,247.6
13,247.6
29,247.7
17,247.7
5,247.7
24,247.7
21,247.7
20,247.7
6,247.9
15,247.9
18,248.0
30,248.0
25,248.1
4,248.1
1,248.2
9,248.2
