timestamps population node_ids
84.00000000009737 hippocampus 0
87.80000000009716 hippocampus 0
163.900000000103 hippocampus 0
167.8000000001039 hippocampus 0
243.80000000012117 hippocampus 0
247.80000000012208 hippocampus 0
83.80000000009738 hippocampus 2
87.20000000009719 hippocampus 2
163.70000000010296 hippocampus 2
167.10000000010373 hippocampus 2
243.60000000012113 hippocampus 2
247.20000000012195 hippocampus 2
84.10000000009737 hippocampus 10
88.10000000009714 hippocampus 10
163.900000000103 hippocampus 10
167.8000000001039 hippocampus 10
243.9000000001212 hippocampus 10
247.80000000012208 hippocampus 10
83.80000000009738 hippocampus 13
87.20000000009719 hippocampus 13
163.60000000010294 hippocampus 13
166.9000000001037 hippocampus 13
243.60000000012113 hippocampus 13
246.90000000012188 hippocampus 13
83.90000000009738 hippocampus 14
87.50000000009717 hippocampus 14
163.70000000010296 hippocampus 14
167.4000000001038 hippocampus 14
243.70000000012115 hippocampus 14
247.20000000012195 hippocampus 14
84.50000000009734 hippocampus 16
90.30000000009701 hippocampus 16
164.3000000001031 hippocampus 16
169.70000000010432 hippocampus 16
244.3000000001213 hippocampus 16
249.70000000012251 hippocampus 16
84.20000000009736 hippocampus 18
88.60000000009711 hippocampus 18
164.00000000010303 hippocampus 18
168.20000000010398 hippocampus 18
244.00000000012122 hippocampus 18
248.20000000012217 hippocampus 18
84.10000000009737 hippocampus 21
88.20000000009713 hippocampus 21
163.900000000103 hippocampus 21
167.8000000001039 hippocampus 21
243.9000000001212 hippocampus 21
247.9000000001221 hippocampus 21
84.10000000009737 hippocampus 27
88.10000000009714 hippocampus 27
163.900000000103 hippocampus 27
167.8000000001039 hippocampus 27
243.9000000001212 hippocampus 27
247.80000000012208 hippocampus 27
83.70000000009739 hippocampus 28
86.90000000009721 hippocampus 28
163.60000000010294 hippocampus 28
166.9000000001037 hippocampus 28
243.5000000001211 hippocampus 28
246.90000000012188 hippocampus 28
262.70000000012544 hippocampus 36
266.30000000012626 hippocampus 37
275.50000000012835 hippocampus 42
266.30000000012626 hippocampus 43
276.90000000012867 hippocampus 44
276.1000000001285 hippocampus 49
263.3000000001256 hippocampus 60
263.60000000012565 hippocampus 64
182.70000000010728 hippocampus 67
259.8000000001248 hippocampus 67
96.60000000009666 hippocampus 85
175.7000000001057 hippocampus 85
256.300000000124 hippocampus 85
265.200000000126 hippocampus 87
220.90000000011597 hippocampus 93
187.80000000010844 hippocampus 94
261.6000000001252 hippocampus 94
435.4000000001647 hippocampus 94
229.900000000118 hippocampus 95
327.7000000001402 hippocampus 95
206.40000000011267 hippocampus 96
317.1000000001378 hippocampus 96
230.40000000011813 hippocampus 97
203.0000000001119 hippocampus 98
392.2000000001549 hippocampus 98
213.1000000001142 hippocampus 99
325.0000000001396 hippocampus 99
204.10000000011215 hippocampus 100
316.1000000001376 hippocampus 100
93.00000000009686 hippocampus 101
112.60000000009575 hippocampus 101
172.10000000010487 hippocampus 101
191.50000000010928 hippocampus 101
251.800000000123 hippocampus 101
270.5000000001272 hippocampus 101
295.0000000001328 hippocampus 101
326.2000000001399 hippocampus 101
357.9000000001471 hippocampus 101
389.90000000015436 hippocampus 101
422.40000000016175 hippocampus 101
455.2000000001692 hippocampus 101
488.5000000001768 hippocampus 101
93.50000000009683 hippocampus 102
111.7000000000958 hippocampus 102
172.40000000010494 hippocampus 102
192.30000000010946 hippocampus 102
252.3000000001231 hippocampus 102
272.40000000012765 hippocampus 102
88.9000000000971 hippocampus 103
101.30000000009639 hippocampus 103
115.80000000009557 hippocampus 103
134.0000000000962 hippocampus 103
163.30000000010287 hippocampus 103
180.1000000001067 hippocampus 103
248.3000000001222 hippocampus 103
261.2000000001251 hippocampus 103
91.90000000009692 hippocampus 104
106.3000000000961 hippocampus 104
127.30000000009491 hippocampus 104
159.60000000010203 hippocampus 104
181.20000000010694 hippocampus 104
251.0000000001228 hippocampus 104
264.50000000012585 hippocampus 104
92.60000000009688 hippocampus 105
110.60000000009586 hippocampus 105
172.00000000010485 hippocampus 105
193.60000000010976 hippocampus 105
251.60000000012295 hippocampus 105
272.90000000012776 hippocampus 105
102.40000000009633 hippocampus 106
116.40000000009553 hippocampus 106
183.10000000010737 hippocampus 106
201.50000000011156 hippocampus 106
253.40000000012336 hippocampus 106
271.50000000012744 hippocampus 106
88.8000000000971 hippocampus 107
103.10000000009629 hippocampus 107
120.00000000009533 hippocampus 107
168.300000000104 hippocampus 107
183.2000000001074 hippocampus 107
205.6000000001125 hippocampus 107
234.80000000011913 hippocampus 107
