11,101.8
12,104.7
10,106.8
22,109.7
17,112.0
16,112.1
11,179.5
26,181.3
12,181.7
3,182.2
10,182.2
18,185.3
8,185.7
2,185.8
19,185.8
28,186.3
25,186.4
22,186.8
16,186.9
17,187.1
24,188.1
9,188.2
20,188.8
1,191.2
11,249.5
12,256.9
10,257.5
26,258.5
3,259.7
22,260.6
28,260.6
19,260.8
18,261.3
2,261.4
16,261.5
25,261.7
17,261.7
8,262.1
9,262.2
27,262.8
20,262.9
21,263.0
24,263.7
1,265.5
11,320.9
10,321.8
11,645.9
12,648.1
10,649.2
19,652.2
17,652.3
16,652.6
22,652.6
2,652.9
26,653.0
28,653.0
25,653.1
3,654.4
9,655.8
24,657.9
11,723.2
4,723.9
12,724.4
10,724.7
26,727.7
28,728.5
18,728.6
3,728.6
22,728.9
19,729.1
20,729.1
2,729.6
8,730.0
27,730.2
16,730.3
17,730.4
25,730.6
9,732.0
1,732.6
11,792.5
12,801.4
10,802.8
26,803.8
3,804.0
28,804.4
19,804.5
2,805.1
22,805.1
18,805.7
16,805.8
17,806.1
25,806.2
9,806.4
8,806.5
20,806.5
24,806.6
21,808.9
11,809.1
27,809.4
1,809.9
11,868.8
12,881.8
26,882.5
10,882.6
18,882.7
19,883.3
9,883.4
3,883.4
17,883.5
28,883.6
2,884.3
16,884.6
22,884.8
8,884.9
11,885.3
25,885.9
20,886.3
24,887.1
1,888.8
21,889.0
27,889.4
10,946.2
11,947.1
11,1270.8
12,1272.8
10,1273.8
19,1276.5
17,1276.6
16,1276.9
22,1277.1
2,1277.2
28,1277.2
26,1277.4
25,1277.7
3,1278.4
9,1279.3
18,1279.8
24,1280.4
11,1348.2
4,1348.9
12,1349.3
10,1349.6
26,1352.3
28,1353.2
3,1353.3
22,1353.7
18,1353.8
19,1353.8
20,1353.9
2,1354.3
16,1354.7
27,1354.8
8,1355.0
17,1355.0
25,1355.2
9,1356.1
1,1356.7
21,1357.2
24,1359.8
11,1416.3
12,1426.7
26,1428.4
28,1428.7
3,1428.9
10,1429.0
19,1429.1
2,1429.5
16,1430.0
22,1430.0
18,1430.3
17,1430.7
25,1430.8
8,1430.8
9,1431.0
20,1431.3
11,1431.9
24,1432.4
27,1432.9
21,1433.7
1,1434.1
4,1436.8
13,1436.9
29,1438.3
10,1492.8
11,1493.6
26,1507.4
12,1507.5
18,1507.6
19,1508.1
3,1508.6
17,1508.7
9,1508.7
28,1509.1
16,1509.1
22,1509.4
8,1509.4
11,1510.1
25,1510.5
2,1510.6
20,1511.2
24,1511.7
10,1512.8
27,1513.2
1,1513.7
21,1513.7
11,1572.3
10,1574.3
11,1895.7
12,1897.7
10,1898.2
19,1901.2
17,1901.3
16,1901.6
22,1901.8
2,1901.8
28,1901.9
26,1902.1
25,1902.3
3,1902.8
18,1903.8
9,1903.8
8,1904.7
24,1904.8
11,1973.2
4,1973.8
12,1974.3
10,1974.4
26,1977.1
28,1978.1
3,1978.1
18,1978.6
22,1978.6
19,1978.7
20,1978.8
2,1978.9
27,1979.5
16,1979.6
17,1979.9
25,1980.1
8,1980.6
9,1980.9
21,1981.9
1,1982.0
24,1983.9
11,2039.9
12,2051.8
26,2053.3
19,2053.5
28,2053.7
10,2053.7
3,2053.9
2,2054.6
16,2054.8
22,2054.9
18,2055.2
17,2055.4
11,2055.7
25,2055.8
8,2055.8
9,2056.0
20,2056.3
24,2057.3
27,2057.4
21,2058.5
1,2059.0
4,2059.9
13,2062.0
0,2062.8
10,2111.8
11,2117.6
2,2121.5
12,2121.9
18,2131.4
19,2132.9
3,2133.5
17,2133.9
16,2134.1
8,2134.4
22,2134.6
26,2134.6
28,2134.6
11,2134.8
25,2134.9
9,2135.1
20,2136.2
24,2136.2
27,2136.2
10,2136.6
4,2137.2
12,2137.2
1,2138.6
21,2138.6
14,2139.4
29,2143.8
11,2196.6
10,2200.6
11,2520.5
12,2522.6
10,2523.7
17,2526.1
19,2526.2
16,2526.4
22,2526.6
2,2526.6
26,2526.6
28,2526.7
25,2527.2
18,2527.5
3,2527.6
9,2528.5
8,2529.4
24,2529.4
1,2537.2
11,2598.0
12,2599.1
10,2599.1
27,2600.1
26,2601.9
28,2602.8
3,2603.1
19,2603.4
22,2603.5
18,2603.6
20,2603.7
2,2603.9
16,2604.5
17,2604.6
25,2605.0
8,2605.2
9,2605.5
21,2606.7
1,2608.1
24,2608.3
13,2611.2
11,2665.6
12,2676.8
28,2677.6
26,2678.3
19,2678.5
3,2678.9
10,2678.9
2,2679.5
16,2679.8
22,2679.9
18,2680.1
17,2680.5
25,2680.7
8,2680.9
9,2681.0
20,2681.2
11,2681.2
24,2682.2
27,2682.6
21,2683.5
1,2684.0
13,2689.9
10,2738.5
11,2742.6
2,2747.3
18,2756.5
19,2758.0
3,2758.2
4,2758.5
8,2758.8
12,2758.9
17,2759.0
16,2759.1
22,2759.4
28,2759.5
11,2759.7
26,2759.7
25,2759.9
9,2760.0
20,2760.7
27,2760.9
24,2761.1
10,2762.1
1,2762.9
21,2763.5
14,2766.6
0,2766.9
29,2767.8
11,2821.6
10,2824.3
11,3145.5
12,3147.5
10,3148.1
17,3151.0
19,3151.1
16,3151.3
22,3151.5
26,3151.5
2,3151.6
28,3151.7
25,3152.0
3,3152.3
18,3152.4
9,3153.4
8,3153.8
24,3154.2
1,3156.3
11,3223.0
10,3224.0
12,3224.1
27,3225.1
26,3226.9
28,3227.5
3,3228.1
19,3228.4
22,3228.5
18,3228.6
2,3228.8
20,3229.4
16,3229.5
17,3229.6
25,3230.0
8,3230.1
9,3230.4
21,3231.1
1,3232.6
24,3233.1
13,3236.3
10,3290.7
11,3291.5
12,3301.9
26,3302.9
19,3303.4
3,3303.6
28,3303.6
2,3304.1
17,3304.3
18,3304.4
16,3304.7
22,3304.8
