timestamps population node_ids
28.50000000010027 hippocampus 30
43.70000000009966 hippocampus 30
63.40000000009854 hippocampus 30
98.30000000009656 hippocampus 30
114.30000000009565 hippocampus 30
131.20000000009557 hippocampus 30
145.60000000009885 hippocampus 30
166.20000000010353 hippocampus 30
185.30000000010787 hippocampus 30
200.10000000011124 hippocampus 30
221.9000000001162 hippocampus 30
247.30000000012197 hippocampus 30
261.50000000012517 hippocampus 30
283.1000000001301 hippocampus 30
310.8000000001364 hippocampus 30
336.0000000001421 hippocampus 30
351.4000000001456 hippocampus 30
378.6000000001518 hippocampus 30
436.3000000001649 hippocampus 30
461.10000000017055 hippocampus 30
41.2000000000998 hippocampus 31
60.00000000009873 hippocampus 31
75.10000000009788 hippocampus 31
95.20000000009674 hippocampus 31
115.50000000009558 hippocampus 31
133.30000000009605 hippocampus 31
151.90000000010028 hippocampus 31
167.90000000010392 hippocampus 31
184.1000000001076 hippocampus 31
197.7000000001107 hippocampus 31
226.20000000011717 hippocampus 31
259.30000000012467 hippocampus 31
274.3000000001281 hippocampus 31
287.5000000001311 hippocampus 31
305.1000000001351 hippocampus 31
323.6000000001393 hippocampus 31
343.70000000014386 hippocampus 31
357.500000000147 hippocampus 31
375.70000000015114 hippocampus 31
398.3000000001563 hippocampus 31
422.30000000016173 hippocampus 31
442.0000000001662 hippocampus 31
465.50000000017155 hippocampus 31
478.9000000001746 hippocampus 31
495.6000000001784 hippocampus 31
39.10000000009992 hippocampus 32
71.90000000009806 hippocampus 32
108.200000000096 hippocampus 32
128.3000000000949 hippocampus 32
169.90000000010437 hippocampus 32
206.90000000011278 hippocampus 32
229.30000000011788 hippocampus 32
282.3000000001299 hippocampus 32
306.4000000001354 hippocampus 32
325.20000000013965 hippocampus 32
358.9000000001473 hippocampus 32
401.500000000157 hippocampus 32
18.10000000010012 hippocampus 33
33.10000000010026 hippocampus 33
49.30000000009934 hippocampus 33
66.50000000009837 hippocampus 33
83.90000000009738 hippocampus 33
100.20000000009645 hippocampus 33
115.60000000009558 hippocampus 33
149.10000000009964 hippocampus 33
167.10000000010373 hippocampus 33
194.60000000011 hippocampus 33
212.50000000011406 hippocampus 33
230.90000000011824 hippocampus 33
260.800000000125 hippocampus 33
282.00000000012983 hippocampus 33
297.40000000013333 hippocampus 33
313.0000000001369 hippocampus 33
336.0000000001421 hippocampus 33
352.80000000014593 hippocampus 33
369.8000000001498 hippocampus 33
389.7000000001543 hippocampus 33
407.50000000015837 hippocampus 33
423.0000000001619 hippocampus 33
440.40000000016585 hippocampus 33
458.10000000016987 hippocampus 33
485.4000000001761 hippocampus 33
23.900000000100203 hippocampus 34
38.70000000009994 hippocampus 34
51.90000000009919 hippocampus 34
79.00000000009766 hippocampus 34
233.70000000011888 hippocampus 34
284.80000000013047 hippocampus 34
