timestamps population node_ids
30.500000000100297 hippocampus 30
44.90000000009959 hippocampus 30
45.300000000099566 hippocampus 30
76.6000000000978 hippocampus 30
101.60000000009637 hippocampus 30
116.20000000009554 hippocampus 30
138.00000000009712 hippocampus 30
155.30000000010105 hippocampus 30
170.0000000001044 hippocampus 30
187.30000000010833 hippocampus 30
201.90000000011165 hippocampus 30
232.0000000001185 hippocampus 30
249.30000000012242 hippocampus 30
265.100000000126 hippocampus 30
300.50000000013404 hippocampus 30
314.9000000001373 hippocampus 30
349.2000000001451 hippocampus 30
377.3000000001515 hippocampus 30
437.80000000016526 hippocampus 30
471.800000000173 hippocampus 30
60.70000000009869 hippocampus 31
75.80000000009784 hippocampus 31
104.80000000009619 hippocampus 31
119.40000000009536 hippocampus 31
143.80000000009844 hippocampus 31
158.70000000010182 hippocampus 31
174.80000000010548 hippocampus 31
192.5000000001095 hippocampus 31
222.50000000011633 hippocampus 31
260.3000000001249 hippocampus 31
277.8000000001289 hippocampus 31
291.40000000013197 hippocampus 31
307.10000000013554 hippocampus 31
324.80000000013956 hippocampus 31
345.00000000014415 hippocampus 31
359.6000000001475 hippocampus 31
377.10000000015145 hippocampus 31
407.40000000015834 hippocampus 31
424.4000000001622 hippocampus 31
443.40000000016653 hippocampus 31
474.1000000001735 hippocampus 31
494.7000000001782 hippocampus 31
73.40000000009798 hippocampus 32
125.700000000095 hippocampus 32
170.80000000010457 hippocampus 32
225.20000000011694 hippocampus 32
285.7000000001307 hippocampus 32
306.5000000001354 hippocampus 32
324.5000000001395 hippocampus 32
358.60000000014725 hippocampus 32
405.800000000158 hippocampus 32
18.900000000100132 hippocampus 33
36.60000000010006 hippocampus 33
52.80000000009914 hippocampus 33
68.90000000009823 hippocampus 33
86.30000000009724 hippocampus 33
102.00000000009635 hippocampus 33
119.00000000009538 hippocampus 33
158.6000000001018 hippocampus 33
174.9000000001055 hippocampus 33
205.00000000011235 hippocampus 33
228.5000000001177 hippocampus 33
260.90000000012503 hippocampus 33
