timestamps population node_ids
232.20000000011854 hippocampus 0
237.00000000011963 hippocampus 0
360.30000000014763 hippocampus 0
365.1000000001487 hippocampus 0
401.600000000157 hippocampus 0
406.4000000001581 hippocampus 0
454.40000000016903 hippocampus 0
459.0000000001701 hippocampus 0
486.20000000017626 hippocampus 0
490.60000000017726 hippocampus 0
498.7000000001791 hippocampus 0
22.600000000100184 hippocampus 1
26.700000000100243 hippocampus 1
148.80000000009957 hippocampus 1
152.9000000001005 hippocampus 1
167.10000000010373 hippocampus 1
176.80000000010594 hippocampus 1
220.6000000001159 hippocampus 1
224.70000000011683 hippocampus 1
338.2000000001426 hippocampus 1
342.40000000014356 hippocampus 1
411.2000000001592 hippocampus 1
415.5000000001602 hippocampus 1
13.300000000100054 hippocampus 2
19.300000000100137 hippocampus 2
29.800000000100287 hippocampus 2
45.80000000009954 hippocampus 2
63.100000000098554 hippocampus 2
68.70000000009824 hippocampus 2
160.50000000010223 hippocampus 2
166.1000000001035 hippocampus 2
205.40000000011244 hippocampus 2
210.0000000001135 hippocampus 2
232.1000000001185 hippocampus 2
241.10000000012056 hippocampus 2
248.90000000012233 hippocampus 2
260.4000000001249 hippocampus 2
276.30000000012853 hippocampus 2
320.5000000001386 hippocampus 2
326.4000000001399 hippocampus 2
367.50000000014927 hippocampus 2
373.8000000001507 hippocampus 2
406.7000000001582 hippocampus 2
412.80000000015957 hippocampus 2
466.7000000001718 hippocampus 2
472.7000000001732 hippocampus 2
499.70000000017933 hippocampus 2
34.30000000010019 hippocampus 3
38.20000000009997 hippocampus 3
200.4000000001113 hippocampus 3
204.10000000011215 hippocampus 3
209.90000000011347 hippocampus 3
216.00000000011485 hippocampus 3
230.90000000011824 hippocampus 3
238.00000000011985 hippocampus 3
293.8000000001325 hippocampus 3
297.50000000013335 hippocampus 3
35.800000000100106 hippocampus 4
40.70000000009983 hippocampus 4
89.90000000009704 hippocampus 4
94.60000000009677 hippocampus 4
130.4000000000954 hippocampus 4
135.10000000009646 hippocampus 4
176.50000000010587 hippocampus 4
181.10000000010692 hippocampus 4
399.60000000015657 hippocampus 4
404.1000000001576 hippocampus 4
94.60000000009677 hippocampus 5
97.90000000009658 hippocampus 5
114.10000000009566 hippocampus 5
118.10000000009543 hippocampus 5
242.40000000012085 hippocampus 5
245.50000000012156 hippocampus 5
326.00000000013983 hippocampus 5
329.10000000014054 hippocampus 5
389.40000000015425 hippocampus 5
392.700000000155 hippocampus 5
404.2000000001576 hippocampus 5
408.80000000015866 hippocampus 5
16.400000000100096 hippocampus 6
20.500000000100155 hippocampus 6
37.200000000100026 hippocampus 6
43.50000000009967 hippocampus 6
116.70000000009551 hippocampus 6
120.70000000009529 hippocampus 6
251.60000000012295 hippocampus 6
255.70000000012388 hippocampus 6
278.300000000129 hippocampus 6
283.00000000013006 hippocampus 6
471.60000000017294 hippocampus 6
