1,19.0
6,19.6
3,19.6
4,19.7
2,19.7
0,19.9
7,20.5
5,20.7
3,35.5
7,35.8
2,35.9
6,36.1
4,36.1
0,36.2
1,36.2
5,37.5
1,41.5
6,41.8
2,41.9
4,42.6
0,43.3
3,43.9
7,45.1
5,46.7
1,52.5
6,54.3
2,54.7
4,56.3
3,56.7
0,57.5
7,60.3
5,64.1
1,64.3
6,68.0
2,68.7
3,70.8
4,71.4
0,73.1
1,77.0
7,77.2
6,83.1
5,83.7
2,84.6
3,86.4
4,87.9
0,90.4
1,90.7
7,96.2
6,100.1
2,101.7
3,103.4
1,106.4
5,106.9
4,107.3
0,110.9
7,119.2
6,120.5
2,122.8
3,122.8
1,124.5
4,130.8
0,135.8
5,138.1
2,146.0
3,146.2
1,146.4
6,146.5
7,149.2
4,160.3
0,166.6
1,166.8
3,172.3
6,172.4
5,172.4
2,172.7
7,179.0
1,183.7
4,189.3
6,197.7
3,199.1
0,199.3
2,202.6
7,205.4
1,209.0
5,216.2
6,220.4
3,221.0
2,222.1
1,224.3
7,224.5
4,225.1
0,229.0
6,234.3
5,235.5
1,236.2
2,237.4
3,239.3
4,243.7
0,249.5
1,249.6
6,259.1
7,259.8
2,268.9
1,271.4
5,272.3
3,274.2
4,291.6
0,292.0
6,294.0
1,294.6
7,300.9
2,302.0
1,303.1
3,303.4
5,304.9
6,307.0
7,314.9
3,315.4
0,317.5
4,317.6
2,324.0
6,324.9
1,326.6
5,344.5
3,349.1
6,352.8
2,353.3
1,354.0
7,358.0
0,374.4
4,374.6
1,387.3
3,392.7
6,392.8
2,403.2
7,415.5
1,429.9
5,438.8
6,445.7
3,458.5
2,477.4
0,486.4
1,490.3
6,539.7
3,674.2
6,674.7
7,675.2
2,676.2
1,676.7
5,681.5
6,682.2
3,682.8
2,683.1
1,684.4
0,685.0
7,686.0
4,686.7
1,690.0
6,690.2
5,691.2
2,691.9
3,692.5
4,695.8
0,696.8
7,698.9
6,699.3
1,700.0
2,702.0
3,703.1
5,703.7
4,706.0
0,706.1
1,708.0
2,710.7
6,711.9
7,713.0
5,713.0
1,716.3
3,716.5
0,720.3
4,722.5
2,729.3
5,729.4
6,731.2
1,732.4
7,737.1
3,739.4
0,741.9
4,744.6
